date,product_id,comp_a_price,comp_b_price,comp_c_price,avg_competitor_price
2024-01-06,1044,42.37,41.46,41.72,41.85
2024-01-07,1044,44.94,41.78,44.86,43.86
2024-01-08,1044,42.53,39.96,43.61,42.03
2024-01-09,1044,40.96,44.0,44.89,43.28
2024-01-10,1044,39.69,41.93,39.83,40.48
2024-01-11,1044,37.71,40.88,39.51,39.37
2024-01-12,1044,38.17,42.41,36.11,38.9
2024-01-13,1044,44.73,39.65,38.99,41.12
2024-01-14,1044,38.95,42.22,35.18,38.78
2024-01-15,1044,37.38,41.62,40.41,39.8
2024-01-16,1044,36.53,38.22,35.98,36.91
2024-01-17,1044,42.31,43.83,45.31,43.82
2024-01-18,1044,36.46,38.69,41.77,38.97
2024-01-19,1044,40.66,40.44,36.61,39.24
2024-01-20,1044,41.39,41.32,44.92,42.54
2024-01-21,1044,38.78,38.85,34.82,37.48
2024-01-22,1044,41.06,41.14,44.29,42.16
2024-01-23,1044,41.5,39.89,37.48,39.62
2024-01-24,1044,36.71,43.91,40.51,40.38
2024-01-25,1044,37.39,37.96,36.38,37.24
2024-01-26,1044,36.41,43.69,41.69,40.6
2024-01-27,1044,42.24,41.65,36.86,40.25
2024-01-28,1044,40.63,41.13,45.49,42.42
2024-01-29,1044,37.56,38.08,42.55,39.4
2024-01-30,1044,43.08,40.34,44.24,42.55
2024-01-31,1044,36.17,38.34,44.91,39.81
2024-02-01,1044,40.96,38.96,43.55,41.16
2024-02-02,1044,36.82,38.33,37.11,37.42
2024-02-03,1044,41.71,39.87,40.21,40.6
2024-02-04,1044,42.99,39.24,34.85,39.03
2024-02-05,1044,44.68,39.09,44.95,42.91
2024-02-06,1044,39.66,41.01,39.03,39.9
2024-02-07,1044,41.3,42.17,40.56,41.34
2024-02-08,1044,44.06,40.78,34.98,39.94
2024-02-09,1044,40.86,41.38,46.77,43.0
2024-02-10,1044,40.58,40.7,36.59,39.29
2024-02-11,1044,39.91,42.67,41.94,41.51
2024-02-12,1044,42.3,43.42,38.26,41.33
2024-02-13,1044,36.11,38.16,35.9,36.72
2024-02-14,1044,36.55,43.53,44.97,41.68
2024-02-15,1044,39.86,40.45,38.01,39.44
2024-02-16,1044,41.96,41.03,44.83,42.61
2024-02-17,1044,42.51,40.5,37.43,40.15
2024-02-18,1044,36.21,41.42,39.64,39.09
2024-02-19,1044,41.86,42.83,38.92,41.2
2024-02-20,1044,43.88,43.63,35.28,40.93
2024-02-21,1044,44.62,39.31,41.7,41.88
2024-02-22,1044,43.71,40.31,42.66,42.23
2024-02-23,1044,40.33,39.56,46.56,42.15
2024-02-24,1044,40.23,40.77,44.69,41.9
2024-02-25,1044,40.79,41.64,42.78,41.74
2024-02-26,1044,38.69,43.69,44.95,42.44
2024-02-27,1044,38.5,41.87,40.97,40.45
2024-02-28,1044,38.51,39.37,35.19,37.69
2024-02-29,1044,40.39,42.09,39.04,40.51
2024-03-01,1044,36.59,41.34,37.52,38.48
2024-03-02,1044,38.28,41.65,36.23,38.72
2024-03-03,1044,43.35,38.57,39.5,40.47
2024-03-04,1044,44.63,42.42,38.8,41.95
2024-03-05,1044,36.41,38.34,36.06,36.94
2024-03-06,1044,41.14,42.48,37.88,40.5
2024-03-07,1044,41.32,43.78,45.4,43.5
2024-03-08,1044,44.96,41.05,45.49,43.83
2024-03-09,1044,44.45,38.4,43.45,42.1
2024-03-10,1044,37.83,38.58,40.19,38.87
2024-03-11,1044,42.89,39.82,39.53,40.75
2024-03-12,1044,43.79,40.76,45.77,43.44
2024-03-13,1044,38.77,42.83,41.74,41.11
2024-03-14,1044,42.35,43.23,44.34,43.31
2024-03-15,1044,37.8,39.08,38.08,38.32
2024-03-16,1044,38.72,43.69,44.07,42.16
2024-03-17,1044,42.35,41.37,35.68,39.8
2024-03-18,1044,37.05,39.92,45.79,40.92
2024-03-19,1044,42.49,41.81,36.51,40.27
2024-03-20,1044,38.86,41.64,45.57,42.02
2024-03-21,1044,41.2,39.27,46.32,42.26
2024-03-22,1044,36.96,43.07,39.09,39.71
2024-03-23,1044,36.46,40.51,35.76,37.58
2024-03-24,1044,38.35,41.85,41.81,40.67
2024-03-25,1044,36.62,40.43,37.04,38.03
2024-03-26,1044,36.06,42.63,36.74,38.48
2024-03-27,1044,44.29,41.32,44.48,43.36
2024-03-28,1044,40.95,42.05,43.03,42.01
2024-03-29,1044,43.98,42.31,46.21,44.17
2024-03-30,1044,43.78,41.96,37.0,40.91
2024-03-31,1044,43.36,37.81,36.64,39.27
2024-04-01,1044,43.33,39.5,43.75,42.19
2024-04-02,1044,37.08,37.68,42.33,39.03
2024-04-03,1044,36.74,41.52,44.38,40.88
2024-04-04,1044,38.83,43.51,38.02,40.12
2024-04-05,1044,36.93,40.81,42.77,40.17
2024-04-06,1044,39.87,43.59,38.12,40.53
2024-04-07,1044,41.9,41.98,44.84,42.91
2024-04-08,1044,44.58,40.2,35.76,40.18
2024-04-09,1044,36.88,42.36,38.07,39.1
2024-04-10,1044,41.76,39.26,36.86,39.29
2024-04-11,1044,42.43,39.59,45.08,42.37
2024-04-12,1044,42.46,39.58,40.54,40.86
2024-04-13,1044,39.15,38.14,43.06,40.12
2024-04-14,1044,40.89,38.74,42.48,40.7
2024-04-15,1044,44.06,42.36,44.42,43.61
2024-04-16,1044,37.89,42.76,43.38,41.34
2024-04-17,1044,43.65,40.18,37.13,40.32
2024-04-18,1044,37.2,40.02,42.56,39.93
2024-04-19,1044,43.26,44.21,40.54,42.67
2024-04-20,1044,39.35,40.77,38.89,39.67
2024-04-21,1044,38.61,41.93,40.78,40.44
2024-04-22,1044,37.47,43.38,43.1,41.32
2024-04-23,1044,44.82,40.35,39.14,41.44
2024-04-24,1044,36.8,39.99,44.73,40.51
2024-04-25,1044,37.35,39.26,37.44,38.02
2024-04-26,1044,41.41,41.81,42.4,41.87
2024-04-27,1044,36.78,42.26,38.25,39.1
2024-04-28,1044,38.61,40.5,45.38,41.5
2024-04-29,1044,37.75,43.95,45.96,42.55
2024-04-30,1044,41.09,40.21,39.75,40.35
2024-05-01,1044,44.68,41.66,34.88,40.41
2024-05-02,1044,42.41,41.73,35.57,39.9
2024-05-03,1044,36.61,38.0,37.94,37.52
2024-05-04,1044,41.79,38.48,46.26,42.18
2024-05-05,1044,40.87,38.87,37.2,38.98
2024-05-06,1044,37.95,41.21,37.69,38.95
2024-05-07,1044,36.5,43.6,40.34,40.15
2024-05-08,1044,44.65,40.92,39.21,41.59
2024-05-09,1044,37.93,42.57,41.04,40.51
2024-05-10,1044,36.04,43.99,41.09,40.37
2024-05-11,1044,39.94,42.22,39.67,40.61
2024-05-12,1044,36.44,37.72,45.35,39.84
2024-05-13,1044,36.59,43.65,36.04,38.76
2024-05-14,1044,45.02,40.85,37.39,41.09
2024-05-15,1044,38.48,40.88,45.31,41.56
2024-05-16,1044,40.03,43.12,43.1,42.08
2024-05-17,1044,41.37,38.53,45.03,41.64
2024-05-18,1044,43.04,39.71,40.17,40.97
2024-05-19,1044,38.36,42.75,44.06,41.72
2024-05-20,1044,38.83,39.81,41.28,39.97
2024-05-21,1044,42.93,39.67,38.96,40.52
2024-05-22,1044,37.9,43.08,44.44,41.81
2024-05-23,1044,38.99,43.23,42.02,41.41
2024-05-24,1044,44.81,40.15,39.52,41.49
2024-05-25,1044,36.38,40.77,39.29,38.81
2024-05-26,1044,44.12,39.26,40.91,41.43
2024-05-27,1044,44.33,40.69,46.87,43.96
2024-05-28,1044,41.21,43.06,39.57,41.28
2024-05-29,1044,38.47,42.71,38.02,39.73
2024-05-30,1044,37.87,43.04,38.06,39.66
2024-05-31,1044,37.06,42.01,42.11,40.39
2024-06-01,1044,40.31,38.64,39.21,39.39
2024-06-02,1044,40.63,38.94,46.42,42.0
2024-06-03,1044,38.39,42.63,38.87,39.96
2024-06-04,1044,44.11,38.86,38.44,40.47
2024-06-05,1044,44.56,39.5,39.52,41.19
2024-06-06,1044,39.57,40.78,36.69,39.01
2024-06-07,1044,43.65,42.97,42.5,43.04
2024-06-08,1044,38.91,39.7,39.09,39.23
2024-06-09,1044,40.77,41.69,45.18,42.55
2024-06-10,1044,42.28,41.04,41.29,41.54
2024-06-11,1044,39.23,39.65,36.03,38.3
2024-06-12,1044,38.55,41.06,41.55,40.39
2024-06-13,1044,42.98,42.45,46.8,44.08
2024-06-14,1044,43.27,38.48,44.5,42.08
2024-06-15,1044,44.54,39.72,41.97,42.08
2024-06-16,1044,44.59,39.06,38.09,40.58
2024-06-17,1044,37.33,41.79,41.12,40.08
2024-06-18,1044,40.66,43.17,45.31,43.05
2024-06-19,1044,39.68,40.95,37.67,39.43
2024-06-20,1044,39.89,38.88,43.18,40.65
2024-06-21,1044,39.71,42.74,41.55,41.33
2024-06-22,1044,40.2,38.65,44.51,41.12
2024-06-23,1044,44.4,40.84,46.9,44.05
2024-06-24,1044,42.73,39.5,36.43,39.55
2024-06-25,1044,43.47,37.96,41.49,40.97
2024-06-26,1044,42.88,39.39,40.72,41.0
2024-06-27,1044,41.43,38.46,46.8,42.23
2024-06-28,1044,43.03,37.8,37.27,39.37
2024-06-29,1044,36.41,41.7,35.22,37.78
2024-06-30,1044,40.84,42.1,37.05,40.0
2024-07-01,1044,38.41,38.84,36.84,38.03
2024-07-02,1044,44.58,42.29,35.69,40.85
2024-07-03,1044,37.03,39.59,40.06,38.89
2024-07-04,1044,37.21,40.58,43.81,40.53
2024-07-05,1044,43.25,40.25,40.02,41.17
2024-07-06,1044,41.45,38.9,44.25,41.53
2024-07-07,1044,44.48,40.17,36.75,40.47
2024-07-08,1044,39.87,40.14,40.33,40.11
2024-07-09,1044,36.06,39.34,36.89,37.43
2024-07-10,1044,42.56,44.05,35.75,40.79
2024-07-11,1044,38.9,42.92,41.7,41.17
2024-07-12,1044,39.78,38.74,36.76,38.43
2024-07-13,1044,41.62,42.59,40.18,41.46
2024-07-14,1044,42.15,44.18,34.83,40.39
2024-07-15,1044,44.53,41.63,46.19,44.12
2024-07-16,1044,40.92,38.81,45.36,41.7
2024-07-17,1044,40.68,41.13,43.17,41.66
2024-07-18,1044,39.63,40.27,43.49,41.13
2024-07-19,1044,43.69,39.53,36.05,39.76
2024-07-20,1044,40.33,41.84,45.33,42.5
2024-07-21,1044,40.94,41.6,41.66,41.4
2024-07-22,1044,44.03,42.09,43.14,43.09
2024-07-23,1044,39.77,39.28,42.92,40.66
2024-07-24,1044,39.52,40.54,44.85,41.64
2024-07-25,1044,43.69,42.15,39.76,41.87
2024-07-26,1044,40.99,38.57,45.71,41.76
2024-07-27,1044,41.18,38.72,35.76,38.55
2024-07-28,1044,41.98,42.91,46.94,43.94
2024-07-29,1044,36.23,41.33,36.82,38.13
2024-07-30,1044,38.3,38.84,39.37,38.84
2024-07-31,1044,37.35,39.15,45.49,40.66
2024-08-01,1044,37.16,37.77,36.77,37.23
2024-08-02,1044,42.73,43.25,44.46,43.48
2024-08-03,1044,42.79,39.36,46.11,42.75
2024-08-04,1044,38.88,40.01,41.95,40.28
2024-08-05,1044,36.47,41.75,42.22,40.15
2024-08-06,1044,44.53,41.16,41.63,42.44
2024-08-07,1044,44.48,41.61,40.76,42.28
2024-08-08,1044,37.76,40.54,34.99,37.76
2024-08-09,1044,41.24,41.22,39.31,40.59
2024-08-10,1044,43.96,39.18,39.2,40.78
2024-08-11,1044,40.48,37.82,37.88,38.73
2024-08-12,1044,42.24,41.69,40.6,41.51
2024-08-13,1044,44.25,42.37,45.41,44.01
2024-08-14,1044,37.88,41.55,35.93,38.45
2024-08-15,1044,43.3,41.49,42.55,42.45
2024-08-16,1044,41.87,40.4,45.63,42.63
2024-08-17,1044,44.36,40.05,39.98,41.46
2024-08-18,1044,40.88,43.6,44.39,42.96
2024-08-19,1044,44.01,39.04,35.66,39.57
2024-08-20,1044,43.8,43.87,36.29,41.32
2024-08-21,1044,42.56,41.02,39.33,40.97
2024-08-22,1044,42.73,39.56,38.8,40.36
2024-08-23,1044,43.62,40.53,46.82,43.66
2024-08-24,1044,42.86,41.79,39.31,41.32
2024-08-25,1044,41.96,39.35,38.93,40.08
2024-08-26,1044,37.68,43.78,42.51,41.32
2024-08-27,1044,42.6,43.7,35.6,40.63
2024-08-28,1044,44.61,38.14,44.51,42.42
2024-08-29,1044,43.09,41.24,36.15,40.16
2024-08-30,1044,39.16,41.32,46.98,42.49
2024-08-31,1044,43.92,39.15,39.52,40.86
2024-09-01,1044,42.6,41.93,42.99,42.51
2024-09-02,1044,43.89,38.15,40.5,40.85
2024-09-03,1044,38.07,39.44,46.53,41.35
2024-09-04,1044,40.75,37.98,44.67,41.13
2024-09-05,1044,39.85,39.94,35.99,38.59
2024-09-06,1044,42.65,41.59,38.53,40.92
2024-09-07,1044,43.09,43.86,36.31,41.09
2024-09-08,1044,44.48,40.63,42.59,42.57
2024-09-09,1044,41.48,40.17,41.46,41.04
2024-09-10,1044,39.1,39.31,46.59,41.67
2024-09-11,1044,39.23,41.19,38.84,39.75
2024-09-12,1044,39.31,40.86,37.28,39.15
2024-09-13,1044,40.71,43.36,38.11,40.73
2024-09-14,1044,39.82,41.76,45.4,42.33
2024-09-15,1044,43.45,39.18,41.63,41.42
2024-09-16,1044,42.04,41.45,46.43,43.31
2024-09-17,1044,40.44,42.0,38.16,40.2
2024-09-18,1044,38.29,40.22,35.38,37.96
2024-09-19,1044,44.15,43.5,43.46,43.7
2024-09-20,1044,39.47,38.51,46.43,41.47
2024-09-21,1044,44.55,43.19,46.08,44.61
2024-09-22,1044,40.26,39.13,40.52,39.97
2024-09-23,1044,37.49,40.95,46.21,41.55
2024-09-24,1044,41.48,40.52,40.28,40.76
2024-09-25,1044,43.62,40.34,35.46,39.81
2024-09-26,1044,38.08,40.36,41.84,40.09
2024-09-27,1044,39.31,38.12,35.07,37.5
2024-09-28,1044,44.48,41.86,41.99,42.78
2024-09-29,1044,37.65,38.06,42.59,39.43
2024-09-30,1044,42.55,43.54,46.87,44.32
2024-10-01,1044,38.05,38.36,47.01,41.14
2024-10-02,1044,39.55,42.57,45.74,42.62
2024-10-03,1044,43.04,40.96,35.86,39.95
2024-10-04,1044,36.36,37.72,35.88,36.65
2024-10-05,1044,39.05,39.3,41.02,39.79
2024-10-06,1044,39.45,43.29,44.06,42.27
2024-10-07,1044,40.3,41.98,43.58,41.95
2024-10-08,1044,36.19,41.6,43.69,40.49
2024-10-09,1044,44.75,39.17,37.87,40.6
2024-10-10,1044,43.32,37.7,40.5,40.51
2024-10-11,1044,44.45,43.07,39.65,42.39
2024-10-12,1044,43.2,42.2,41.39,42.26
2024-10-13,1044,40.78,41.2,45.42,42.47
2024-10-14,1044,37.93,41.46,43.34,40.91
2024-10-15,1044,41.68,39.77,37.62,39.69
2024-10-16,1044,42.37,43.73,37.32,41.14
2024-10-17,1044,38.12,43.17,35.82,39.04
2024-10-18,1044,44.61,41.77,43.6,43.33
2024-10-19,1044,43.32,41.38,35.35,40.02
2024-10-20,1044,37.41,41.55,36.93,38.63
2024-10-21,1044,43.87,40.45,41.09,41.8
2024-10-22,1044,41.18,41.29,40.83,41.1
2024-10-23,1044,44.14,42.96,43.3,43.47
2024-10-24,1044,43.43,39.25,35.7,39.46
2024-10-25,1044,41.74,38.17,46.54,42.15
2024-10-26,1044,40.32,42.84,45.43,42.86
2024-10-27,1044,44.19,44.09,35.58,41.29
2024-10-28,1044,40.84,41.52,38.69,40.35
2024-10-29,1044,37.39,39.9,41.95,39.75
2024-10-30,1044,42.46,38.1,42.41,40.99
2024-10-31,1044,42.39,39.7,37.04,39.71
2024-11-01,1044,41.25,38.78,46.3,42.11
2024-11-02,1044,37.71,38.45,46.86,41.01
2024-11-03,1044,39.64,40.38,46.92,42.31
2024-11-04,1044,37.78,39.52,42.95,40.08
2024-11-05,1044,36.47,39.99,45.37,40.61
2024-11-06,1044,38.94,40.08,45.71,41.58
2024-11-07,1044,37.97,38.36,45.38,40.57
2024-11-08,1044,43.02,43.66,44.15,43.61
2024-11-09,1044,42.46,39.28,44.41,42.05
2024-11-10,1044,38.32,39.41,39.45,39.06
2024-11-11,1044,39.56,43.35,35.66,39.52
2024-11-12,1044,43.9,39.53,39.08,40.84
2024-11-13,1044,43.7,40.65,41.79,42.05
2024-11-14,1044,39.22,39.25,43.19,40.55
2024-11-15,1044,36.85,40.98,39.6,39.14
2024-11-16,1044,44.49,43.24,38.24,41.99
2024-11-17,1044,38.56,38.99,42.68,40.08
2024-11-18,1044,38.91,41.02,42.16,40.7
2024-11-19,1044,41.42,38.51,40.31,40.08
2024-11-20,1044,40.44,40.46,37.79,39.56
2024-11-21,1044,39.33,43.75,42.4,41.83
2024-11-22,1044,36.22,41.03,35.73,37.66
2024-11-23,1044,42.47,37.87,40.43,40.26
2024-11-24,1044,41.54,38.69,41.68,40.64
2024-11-25,1044,36.76,43.37,41.5,40.54
2024-11-26,1044,40.28,41.02,38.93,40.08
2024-11-27,1044,44.33,39.36,46.45,43.38
2024-11-28,1044,41.23,43.2,34.92,39.78
2024-11-29,1044,38.69,43.87,39.65,40.74
2024-11-30,1044,43.55,40.24,37.13,40.31
2024-12-01,1044,44.78,38.44,44.28,42.5
2024-12-02,1044,43.86,39.18,44.2,42.41
2024-12-03,1044,36.77,42.97,38.01,39.25
2024-12-04,1044,41.05,43.6,36.98,40.54
2024-12-05,1044,38.93,38.04,41.29,39.42
2024-12-06,1044,38.17,41.51,41.66,40.45
2024-12-07,1044,37.68,43.02,37.35,39.35
2024-12-08,1044,41.77,41.79,38.05,40.54
2024-12-09,1044,40.7,39.75,38.69,39.71
2024-12-10,1044,38.5,42.87,37.58,39.65
2024-12-11,1044,42.86,41.3,36.24,40.13
2024-12-12,1044,37.78,40.6,46.64,41.67
2024-12-13,1044,43.69,40.92,39.4,41.34
2024-12-14,1044,45.0,41.29,41.44,42.58
2024-12-15,1044,42.15,40.03,38.51,40.23
2024-12-16,1044,41.33,40.57,34.95,38.95
2024-12-17,1044,37.28,41.45,43.04,40.59
2024-12-18,1044,41.49,38.48,37.45,39.14
2024-12-19,1044,37.93,43.0,44.39,41.77
2024-12-20,1044,41.29,38.89,36.1,38.76
2024-12-21,1044,41.11,42.67,45.73,43.17
2024-12-22,1044,43.73,39.17,35.1,39.33
2024-12-23,1044,44.06,41.36,39.82,41.75
2024-12-24,1044,42.86,39.94,39.55,40.78
2024-12-25,1044,43.02,41.01,39.42,41.15
2024-12-26,1044,39.01,41.59,46.18,42.26
2024-12-27,1044,43.9,39.46,46.94,43.43
2024-12-28,1044,41.69,39.48,35.83,39.0
2024-12-29,1044,44.76,41.58,43.98,43.44
2024-12-30,1044,36.53,41.68,45.1,41.1
2024-01-01,1045,36.46,39.33,39.69,38.49
2024-01-02,1045,39.66,35.21,41.12,38.66
2024-01-03,1045,36.12,39.87,40.86,38.95
2024-01-04,1045,33.07,35.22,40.87,36.39
2024-01-05,1045,32.91,35.88,33.24,34.01
2024-01-06,1045,39.73,34.87,33.21,35.94
2024-01-07,1045,33.41,40.16,41.26,38.28
2024-01-08,1045,34.97,38.93,39.69,37.86
2024-01-09,1045,33.11,35.27,33.82,34.07
2024-01-10,1045,34.54,37.19,39.36,37.03
2024-01-11,1045,36.21,36.33,41.23,37.92
2024-01-12,1045,37.9,35.49,35.48,36.29
2024-01-13,1045,40.62,37.57,33.44,37.21
2024-01-14,1045,35.64,37.13,39.19,37.32
2024-01-15,1045,39.48,35.63,37.46,37.52
2024-01-16,1045,37.68,38.78,37.58,38.01
2024-01-17,1045,38.72,34.34,33.1,35.39
2024-01-18,1045,33.14,36.3,33.02,34.15
2024-01-19,1045,36.45,39.22,39.48,38.38
2024-01-20,1045,35.38,38.18,37.76,37.11
2024-01-21,1045,33.31,39.65,33.27,35.41
2024-01-22,1045,37.36,40.04,36.31,37.9
2024-01-23,1045,36.61,39.77,42.13,39.5
2024-01-24,1045,32.84,37.48,39.89,36.74
2024-01-25,1045,39.21,38.9,31.93,36.68
2024-01-26,1045,37.42,37.76,31.86,35.68
2024-01-27,1045,38.26,37.72,39.49,38.49
2024-01-28,1045,36.56,36.14,35.8,36.17
2024-01-29,1045,37.66,37.01,40.19,38.29
2024-01-30,1045,40.15,34.71,42.07,38.98
2024-01-31,1045,33.85,37.49,31.87,34.4
2024-02-01,1045,36.95,39.83,34.6,37.13
2024-02-02,1045,37.59,36.21,37.94,37.25
2024-02-03,1045,34.46,38.15,39.29,37.3
2024-02-04,1045,40.43,34.78,42.6,39.27
2024-02-05,1045,33.18,37.27,42.38,37.61
2024-02-06,1045,35.07,34.42,42.74,37.41
2024-02-07,1045,38.25,35.16,34.01,35.81
2024-02-08,1045,38.33,36.95,37.12,37.47
2024-02-09,1045,35.45,36.52,41.74,37.9
2024-02-10,1045,35.4,35.51,35.4,35.44
2024-02-11,1045,36.28,36.25,41.59,38.04
2024-02-12,1045,35.65,37.93,42.26,38.61
2024-02-13,1045,35.97,34.65,41.75,37.46
2024-02-14,1045,37.85,35.23,35.01,36.03
2024-02-15,1045,35.99,40.02,36.77,37.59
2024-02-16,1045,37.05,40.02,39.25,38.77
2024-02-17,1045,34.66,36.15,41.07,37.29
2024-02-18,1045,32.85,37.48,34.5,34.94
2024-02-19,1045,38.34,36.78,34.63,36.58
2024-02-20,1045,36.64,35.95,37.37,36.65
2024-02-21,1045,37.84,38.54,40.83,39.07
2024-02-22,1045,34.58,39.86,33.27,35.9
2024-02-23,1045,40.58,36.75,41.09,39.47
2024-02-24,1045,34.14,38.87,38.26,37.09
2024-02-25,1045,35.06,34.75,37.31,35.71
2024-02-26,1045,41.01,35.49,34.33,36.94
2024-02-27,1045,39.95,35.36,38.59,37.97
2024-02-28,1045,37.75,39.05,41.26,39.35
2024-02-29,1045,37.89,38.11,33.27,36.42
2024-03-01,1045,38.51,35.79,35.36,36.55
2024-03-02,1045,37.09,37.52,41.95,38.85
2024-03-03,1045,34.24,36.06,34.82,35.04
2024-03-04,1045,38.41,38.07,37.08,37.85
2024-03-05,1045,34.54,36.83,34.92,35.43
2024-03-06,1045,38.07,36.05,33.62,35.91
2024-03-07,1045,34.62,39.27,40.89,38.26
2024-03-08,1045,39.67,38.42,35.83,37.97
2024-03-09,1045,34.55,35.18,39.54,36.42
2024-03-10,1045,35.31,36.51,40.67,37.5
2024-03-11,1045,37.36,38.36,39.4,38.37
2024-03-12,1045,39.72,39.37,34.7,37.93
2024-03-13,1045,39.59,34.67,33.21,35.82
2024-03-14,1045,33.81,39.73,35.17,36.24
2024-03-15,1045,35.88,35.11,41.97,37.65
2024-03-16,1045,38.79,34.93,37.56,37.09
2024-03-17,1045,37.01,39.8,38.24,38.35
2024-03-18,1045,39.25,34.4,37.54,37.06
2024-03-19,1045,33.19,34.41,40.58,36.06
2024-03-20,1045,35.19,34.92,32.29,34.13
2024-03-21,1045,37.59,39.42,42.63,39.88
2024-03-22,1045,36.29,39.02,42.19,39.17
2024-03-23,1045,38.89,36.19,31.89,35.66
2024-03-24,1045,35.45,39.74,34.03,36.41
2024-03-25,1045,40.35,39.54,36.34,38.74
2024-03-26,1045,36.72,37.47,32.4,35.53
2024-03-27,1045,35.03,38.58,35.84,36.48
2024-03-28,1045,36.96,35.63,41.6,38.06
2024-03-29,1045,33.57,37.5,36.93,36.0
2024-03-30,1045,40.05,38.88,37.03,38.65
2024-03-31,1045,38.68,34.91,33.49,35.69
2024-04-01,1045,37.34,37.65,38.26,37.75
2024-04-02,1045,34.54,37.4,37.24,36.39
2024-04-03,1045,34.5,37.59,37.69,36.59
2024-04-04,1045,36.28,38.21,41.63,38.71
2024-04-05,1045,38.37,39.97,37.13,38.49
2024-04-06,1045,36.67,37.06,37.74,37.16
2024-04-07,1045,38.07,40.0,33.98,37.35
2024-04-08,1045,40.16,34.49,40.21,38.29
2024-04-09,1045,40.0,37.83,39.71,39.18
2024-04-10,1045,33.74,36.33,39.26,36.44
2024-04-11,1045,34.48,37.65,33.95,35.36
2024-04-12,1045,40.38,35.73,32.24,36.12
2024-04-13,1045,37.91,39.59,40.15,39.22
2024-04-14,1045,38.45,40.06,41.65,40.05
2024-04-15,1045,40.85,35.65,35.73,37.41
2024-04-16,1045,39.34,35.07,33.82,36.08
2024-04-17,1045,38.51,38.15,39.8,38.82
2024-04-18,1045,38.43,38.39,32.39,36.4
2024-04-19,1045,34.38,37.23,31.83,34.48
2024-04-20,1045,33.84,34.6,38.54,35.66
2024-04-21,1045,40.07,38.43,32.42,36.97
2024-04-22,1045,34.3,38.95,35.57,36.27
2024-04-23,1045,33.64,35.32,42.53,37.16
2024-04-24,1045,37.52,35.43,41.38,38.11
2024-04-25,1045,40.79,40.16,33.24,38.06
2024-04-26,1045,35.77,34.68,38.92,36.46
2024-04-27,1045,40.58,36.86,36.25,37.9
2024-04-28,1045,36.47,39.79,32.28,36.18
2024-04-29,1045,36.88,39.39,35.38,37.22
2024-04-30,1045,38.58,38.62,34.61,37.27
2024-05-01,1045,37.66,39.85,32.04,36.52
2024-05-02,1045,34.39,35.7,41.79,37.29
2024-05-03,1045,40.42,36.23,39.79,38.81
2024-05-04,1045,34.31,38.36,41.83,38.17
2024-05-05,1045,40.79,35.65,32.36,36.27
2024-05-06,1045,36.88,35.91,34.84,35.88
2024-05-07,1045,35.37,36.36,42.54,38.09
2024-05-08,1045,40.52,38.05,35.15,37.91
2024-05-09,1045,38.65,39.07,38.39,38.7
2024-05-10,1045,34.05,36.92,37.48,36.15
2024-05-11,1045,40.06,36.2,42.26,39.51
2024-05-12,1045,35.45,36.06,32.58,34.7
2024-05-13,1045,40.6,38.56,36.65,38.6
2024-05-14,1045,37.65,38.28,32.88,36.27
2024-05-15,1045,36.75,38.62,36.73,37.37
2024-05-16,1045,38.87,34.73,41.1,38.23
2024-05-17,1045,35.63,35.64,40.7,37.32
2024-05-18,1045,35.15,36.4,33.97,35.17
2024-05-19,1045,39.41,36.76,41.05,39.07
2024-05-20,1045,38.28,36.56,40.88,38.57
2024-05-21,1045,36.74,37.85,37.78,37.46
2024-05-22,1045,39.86,34.5,34.63,36.33
2024-05-23,1045,38.44,37.48,37.74,37.89
2024-05-24,1045,34.13,34.95,35.07,34.72
2024-05-25,1045,33.99,35.28,41.75,37.01
2024-05-26,1045,38.51,39.44,36.65,38.2
2024-05-27,1045,38.49,37.74,41.7,39.31
2024-05-28,1045,38.43,39.31,38.49,38.74
2024-05-29,1045,39.7,39.74,36.73,38.72
2024-05-30,1045,33.81,34.55,34.94,34.43
2024-05-31,1045,34.1,39.95,37.87,37.31
2024-06-01,1045,36.57,36.88,36.3,36.58
2024-06-02,1045,39.33,36.01,35.49,36.94
2024-06-03,1045,36.04,40.15,35.77,37.32
2024-06-04,1045,39.24,37.79,41.3,39.44
2024-06-05,1045,40.24,35.93,37.41,37.86
2024-06-06,1045,38.08,39.81,35.0,37.63
2024-06-07,1045,35.76,36.5,40.3,37.52
2024-06-08,1045,36.82,38.78,42.86,39.49
2024-06-09,1045,37.38,37.95,31.95,35.76
2024-06-10,1045,35.34,36.09,39.9,37.11
2024-06-11,1045,34.04,36.21,39.57,36.61
2024-06-12,1045,37.13,36.53,38.16,37.27
2024-06-13,1045,36.01,39.56,40.67,38.75
2024-06-14,1045,33.13,38.19,40.46,37.26
2024-06-15,1045,40.03,37.39,35.89,37.77
2024-06-16,1045,35.8,37.91,37.42,37.04
2024-06-17,1045,35.26,39.0,36.28,36.85
2024-06-18,1045,40.19,35.02,38.24,37.82
2024-06-19,1045,40.92,37.26,35.2,37.79
2024-06-20,1045,36.5,35.67,38.59,36.92
2024-06-21,1045,34.55,36.92,36.74,36.07
2024-06-22,1045,34.13,39.69,32.53,35.45
2024-06-23,1045,38.27,39.82,35.78,37.96
2024-06-24,1045,40.92,34.58,36.79,37.43
2024-06-25,1045,40.74,39.18,35.49,38.47
