date,product_id,price,demand,revenue,margin,cost,day_of_week,month,seasonality_index
2024-04-18,1040,129.29,37,4783.73,1979.87,75.78,3,4,1.125
2024-04-19,1040,108.94,48,5229.12,1591.68,75.78,4,4,1.125
2024-04-20,1040,132.0,37,4884.0,2080.14,75.78,5,4,1.125
2024-04-21,1040,124.42,45,5598.9,2188.8,75.78,6,4,1.125
2024-04-22,1040,121.96,43,5244.28,1985.74,75.78,0,4,1.125
2024-04-23,1040,125.68,38,4775.84,1896.2,75.78,1,4,1.125
2024-04-24,1040,130.48,35,4566.8,1914.5,75.78,2,4,1.125
2024-04-25,1040,130.4,32,4172.8,1747.84,75.78,3,4,1.125
2024-04-26,1040,139.12,27,3756.24,1710.18,75.78,4,4,1.125
2024-04-27,1040,125.21,47,5884.87,2323.21,75.78,5,4,1.125
2024-04-28,1040,120.52,52,6267.04,2326.48,75.78,6,4,1.125
2024-04-29,1040,126.23,30,3786.9,1513.5,75.78,0,4,1.125
2024-04-30,1040,138.83,35,4859.05,2206.75,75.78,1,4,1.125
2024-05-01,1040,116.98,46,5381.08,1895.2,75.78,2,5,1.2165
2024-05-02,1040,117.23,52,6095.96,2155.4,75.78,3,5,1.2165
2024-05-03,1040,129.6,36,4665.6,1937.52,75.78,4,5,1.2165
2024-05-04,1040,140.72,35,4925.2,2272.9,75.78,5,5,1.2165
2024-05-05,1040,137.96,32,4414.72,1989.76,75.78,6,5,1.2165
2024-05-06,1040,126.61,31,3924.91,1575.73,75.78,0,5,1.2165
2024-05-07,1040,134.27,38,5102.26,2222.62,75.78,1,5,1.2165
2024-05-08,1040,135.58,40,5423.2,2392.0,75.78,2,5,1.2165
2024-05-09,1040,117.53,50,5876.5,2087.5,75.78,3,5,1.2165
2024-05-10,1040,134.4,29,3897.6,1699.98,75.78,4,5,1.2165
2024-05-11,1040,135.12,40,5404.8,2373.6,75.78,5,5,1.2165
2024-05-12,1040,123.13,50,6156.5,2367.5,75.78,6,5,1.2165
2024-05-13,1040,132.81,37,4913.97,2110.11,75.78,0,5,1.2165
2024-05-14,1040,117.24,40,4689.6,1658.4,75.78,1,5,1.2165
2024-05-15,1040,133.29,30,3998.7,1725.3,75.78,2,5,1.2165
2024-05-16,1040,121.57,47,5713.79,2152.13,75.78,3,5,1.2165
2024-05-17,1040,109.44,51,5581.44,1716.66,75.78,4,5,1.2165
2024-05-18,1040,126.54,41,5188.14,2081.16,75.78,5,5,1.2165
2024-05-19,1040,123.58,45,5561.1,2151.0,75.78,6,5,1.2165
2024-05-20,1040,118.69,46,5459.74,1973.86,75.78,0,5,1.2165
2024-05-21,1040,110.75,51,5648.25,1783.47,75.78,1,5,1.2165
2024-05-22,1040,137.34,33,4532.22,2031.48,75.78,2,5,1.2165
2024-05-23,1040,117.98,40,4719.2,1688.0,75.78,3,5,1.2165
2024-05-24,1040,117.6,41,4821.6,1714.62,75.78,4,5,1.2165
2024-05-25,1040,125.87,54,6796.98,2704.86,75.78,5,5,1.2165
2024-05-26,1040,132.49,38,5034.62,2154.98,75.78,6,5,1.2165
2024-05-27,1040,112.11,50,5605.5,1816.5,75.78,0,5,1.2165
2024-05-28,1040,136.48,35,4776.8,2124.5,75.78,1,5,1.2165
2024-05-29,1040,129.49,35,4532.15,1879.85,75.78,2,5,1.2165
2024-05-30,1040,115.13,52,5986.76,2046.2,75.78,3,5,1.2165
2024-05-31,1040,119.53,36,4303.08,1575.0,75.78,4,5,1.2165
2024-06-01,1040,135.97,43,5846.71,2588.17,75.78,5,6,1.25
2024-06-02,1040,139.02,44,6116.88,2782.56,75.78,6,6,1.25
2024-06-03,1040,117.49,37,4347.13,1543.27,75.78,0,6,1.25
2024-06-04,1040,115.98,41,4755.18,1648.2,75.78,1,6,1.25
2024-06-05,1040,118.45,44,5211.8,1877.48,75.78,2,6,1.25
2024-06-06,1040,131.13,39,5114.07,2158.65,75.78,3,6,1.25
2024-06-07,1040,130.32,42,5473.44,2290.68,75.78,4,6,1.25
2024-06-08,1040,136.6,37,5054.2,2250.34,75.78,5,6,1.25
2024-06-09,1040,134.08,46,6167.68,2681.8,75.78,6,6,1.25
2024-06-10,1040,118.45,47,5567.15,2005.49,75.78,0,6,1.25
2024-06-11,1040,116.33,45,5234.85,1824.75,75.78,1,6,1.25
2024-06-12,1040,140.22,28,3926.16,1804.32,75.78,2,6,1.25
2024-06-13,1040,109.33,52,5685.16,1744.6,75.78,3,6,1.25
2024-06-14,1040,128.68,31,3989.08,1639.9,75.78,4,6,1.25
2024-06-15,1040,118.56,58,6876.48,2481.24,75.78,5,6,1.25
2024-06-16,1040,136.32,45,6134.4,2724.3,75.78,6,6,1.25
2024-06-17,1040,129.91,45,5845.95,2435.85,75.78,0,6,1.25
2024-06-18,1040,119.03,54,6427.62,2335.5,75.78,1,6,1.25
2024-06-19,1040,117.79,50,5889.5,2100.5,75.78,2,6,1.25
2024-06-20,1040,120.85,46,5559.1,2073.22,75.78,3,6,1.25
2024-06-21,1040,125.94,38,4785.72,1906.08,75.78,4,6,1.25
2024-06-22,1040,122.78,55,6752.9,2585.0,75.78,5,6,1.25
2024-06-23,1040,108.35,65,7042.75,2117.05,75.78,6,6,1.25
2024-06-24,1040,114.48,48,5495.04,1857.6,75.78,0,6,1.25
2024-06-25,1040,124.9,44,5495.6,2161.28,75.78,1,6,1.25
2024-06-26,1040,126.7,37,4687.9,1884.04,75.78,2,6,1.25
2024-06-27,1040,121.38,35,4248.3,1596.0,75.78,3,6,1.25
2024-06-28,1040,130.53,34,4438.02,1861.5,75.78,4,6,1.25
2024-06-29,1040,120.58,51,6149.58,2284.8,75.78,5,6,1.25
2024-06-30,1040,108.49,54,5858.46,1766.34,75.78,6,6,1.25
2024-07-01,1040,133.42,40,5336.8,2305.6,75.78,0,7,1.2165
2024-07-02,1040,126.3,37,4673.1,1869.24,75.78,1,7,1.2165
2024-07-03,1040,140.21,28,3925.88,1804.04,75.78,2,7,1.2165
2024-07-04,1040,119.17,39,4647.63,1692.21,75.78,3,7,1.2165
2024-07-05,1040,137.89,39,5377.71,2422.29,75.78,4,7,1.2165
2024-07-06,1040,124.84,42,5243.28,2060.52,75.78,5,7,1.2165
2024-07-07,1040,131.46,40,5258.4,2227.2,75.78,6,7,1.2165
2024-07-08,1040,124.52,36,4482.72,1754.64,75.78,0,7,1.2165
2024-07-09,1040,120.0,44,5280.0,1945.68,75.78,1,7,1.2165
2024-07-10,1040,111.46,45,5015.7,1605.6,75.78,2,7,1.2165
2024-07-11,1040,114.71,41,4703.11,1596.13,75.78,3,7,1.2165
2024-07-12,1040,113.06,50,5653.0,1864.0,75.78,4,7,1.2165
2024-07-13,1040,138.07,37,5108.59,2304.73,75.78,5,7,1.2165
2024-07-14,1040,138.37,41,5673.17,2566.19,75.78,6,7,1.2165
2024-07-15,1040,109.63,60,6577.8,2031.0,75.78,0,7,1.2165
2024-07-16,1040,124.72,41,5113.52,2006.54,75.78,1,7,1.2165
2024-07-17,1040,109.54,50,5477.0,1688.0,75.78,2,7,1.2165
2024-07-18,1040,132.82,35,4648.7,1996.4,75.78,3,7,1.2165
2024-07-19,1040,129.06,39,5033.34,2077.92,75.78,4,7,1.2165
2024-07-20,1040,139.2,31,4315.2,1966.02,75.78,5,7,1.2165
2024-07-21,1040,131.38,43,5649.34,2390.8,75.78,6,7,1.2165
2024-07-22,1040,116.9,39,4559.1,1603.68,75.78,0,7,1.2165
2024-07-23,1040,115.81,41,4748.21,1641.23,75.78,1,7,1.2165
2024-07-24,1040,115.89,41,4751.49,1644.51,75.78,2,7,1.2165
2024-07-25,1040,135.12,39,5269.68,2314.26,75.78,3,7,1.2165
2024-07-26,1040,120.67,36,4344.12,1616.04,75.78,4,7,1.2165
2024-07-27,1040,112.75,51,5750.25,1885.47,75.78,5,7,1.2165
2024-07-28,1040,117.67,41,4824.47,1717.49,75.78,6,7,1.2165
2024-07-29,1040,124.11,44,5460.84,2126.52,75.78,0,7,1.2165
2024-07-30,1040,132.7,31,4113.7,1764.52,75.78,1,7,1.2165
2024-07-31,1040,123.24,47,5792.28,2230.62,75.78,2,7,1.2165
2024-08-01,1040,118.78,35,4157.3,1505.0,75.78,3,8,1.125
2024-08-02,1040,127.88,30,3836.4,1563.0,75.78,4,8,1.125
2024-08-03,1040,130.7,39,5097.3,2141.88,75.78,5,8,1.125
2024-08-04,1040,136.28,42,5723.76,2541.0,75.78,6,8,1.125
2024-08-05,1040,136.35,35,4772.25,2119.95,75.78,0,8,1.125
2024-08-06,1040,138.12,33,4557.96,2057.22,75.78,1,8,1.125
2024-08-07,1040,131.84,36,4746.24,2018.16,75.78,2,8,1.125
2024-08-08,1040,109.02,55,5996.1,1828.2,75.78,3,8,1.125
2024-08-09,1040,128.26,32,4104.32,1679.36,75.78,4,8,1.125
2024-08-10,1040,122.33,44,5382.52,2048.2,75.78,5,8,1.125
2024-08-11,1040,128.76,44,5665.44,2331.12,75.78,6,8,1.125
2024-08-12,1040,130.41,38,4955.58,2075.94,75.78,0,8,1.125
2024-08-13,1040,135.94,31,4214.14,1864.96,75.78,1,8,1.125
2024-08-14,1040,134.32,33,4432.56,1931.82,75.78,2,8,1.125
2024-08-15,1040,138.27,30,4148.1,1874.7,75.78,3,8,1.125
2024-08-16,1040,122.64,33,4047.12,1546.38,75.78,4,8,1.125
2024-08-17,1040,128.75,37,4763.75,1959.89,75.78,5,8,1.125
2024-08-18,1040,133.41,33,4402.53,1901.79,75.78,6,8,1.125
2024-08-19,1040,129.62,31,4018.22,1669.04,75.78,0,8,1.125
2024-08-20,1040,119.17,37,4409.29,1605.43,75.78,1,8,1.125
2024-08-21,1040,125.92,41,5162.72,2055.74,75.78,2,8,1.125
2024-08-22,1040,121.88,37,4509.56,1705.7,75.78,3,8,1.125
2024-08-23,1040,128.51,35,4497.85,1845.55,75.78,4,8,1.125
2024-08-24,1040,131.4,45,5913.0,2502.9,75.78,5,8,1.125
2024-08-25,1040,133.19,39,5194.41,2238.99,75.78,6,8,1.125
2024-08-26,1040,111.48,48,5351.04,1713.6,75.78,0,8,1.125
2024-08-27,1040,134.73,36,4850.28,2122.2,75.78,1,8,1.125
2024-08-28,1040,135.54,36,4879.44,2151.36,75.78,2,8,1.125
2024-08-29,1040,116.14,39,4529.46,1574.04,75.78,3,8,1.125
2024-08-30,1040,113.27,38,4304.26,1424.62,75.78,4,8,1.125
2024-08-31,1040,122.23,36,4400.28,1672.2,75.78,5,8,1.125
2024-09-01,1040,141.37,34,4806.58,2230.06,75.78,6,9,1.0
2024-09-02,1040,111.69,38,4244.22,1364.58,75.78,0,9,1.0
2024-09-03,1040,114.35,33,3773.55,1272.81,75.78,1,9,1.0
2024-09-04,1040,128.68,29,3731.72,1534.1,75.78,2,9,1.0
2024-09-05,1040,141.35,24,3392.4,1573.68,75.78,3,9,1.0
2024-09-06,1040,122.97,38,4672.86,1793.22,75.78,4,9,1.0
2024-09-07,1040,119.4,35,4179.0,1526.7,75.78,5,9,1.0
2024-09-08,1040,135.01,38,5130.38,2250.74,75.78,6,9,1.0
2024-09-09,1040,138.89,26,3611.14,1640.86,75.78,0,9,1.0
2024-09-10,1040,124.2,29,3601.8,1404.18,75.78,1,9,1.0
2024-09-11,1040,115.23,38,4378.74,1499.1,75.78,2,9,1.0
2024-09-12,1040,136.6,29,3961.4,1763.78,75.78,3,9,1.0
2024-09-13,1040,116.25,31,3603.75,1254.57,75.78,4,9,1.0
2024-09-14,1040,117.98,45,5309.1,1899.0,75.78,5,9,1.0
2024-09-15,1040,116.52,34,3961.68,1385.16,75.78,6,9,1.0
2024-09-16,1040,125.64,31,3894.84,1545.66,75.78,0,9,1.0
2024-09-17,1040,119.67,30,3590.1,1316.7,75.78,1,9,1.0
2024-09-18,1040,132.78,31,4116.18,1767.0,75.78,2,9,1.0
2024-09-19,1040,132.13,29,3831.77,1634.15,75.78,3,9,1.0
2024-09-20,1040,135.88,31,4212.28,1863.1,75.78,4,9,1.0
2024-09-21,1040,121.6,36,4377.6,1649.52,75.78,5,9,1.0
2024-09-22,1040,112.27,39,4378.53,1423.11,75.78,6,9,1.0
2024-09-23,1040,134.68,30,4040.4,1767.0,75.78,0,9,1.0
2024-09-24,1040,112.79,35,3947.65,1295.35,75.78,1,9,1.0
2024-09-25,1040,122.81,36,4421.16,1693.08,75.78,2,9,1.0
2024-09-26,1040,134.89,24,3237.36,1418.64,75.78,3,9,1.0
2024-09-27,1040,109.58,37,4054.46,1250.6,75.78,4,9,1.0
2024-09-28,1040,128.39,39,5007.21,2051.79,75.78,5,9,1.0
2024-09-29,1040,125.27,32,4008.64,1583.68,75.78,6,9,1.0
2024-09-30,1040,119.66,33,3948.78,1448.04,75.78,0,9,1.0
2024-10-01,1040,124.38,33,4104.54,1603.8,75.78,1,10,0.875
2024-10-02,1040,114.25,29,3313.25,1115.63,75.78,2,10,0.875
2024-10-03,1040,119.43,33,3941.19,1440.45,75.78,3,10,0.875
2024-10-04,1040,128.07,22,2817.54,1150.38,75.78,4,10,0.875
2024-10-05,1040,118.35,42,4970.7,1787.94,75.78,5,10,0.875
2024-10-06,1040,121.62,34,4135.08,1558.56,75.78,6,10,0.875
2024-10-07,1040,116.64,32,3732.48,1307.52,75.78,0,10,0.875
2024-10-08,1040,141.06,22,3103.32,1436.16,75.78,1,10,0.875
2024-10-09,1040,114.95,40,4598.0,1566.8,75.78,2,10,0.875
2024-10-10,1040,132.2,26,3437.2,1466.92,75.78,3,10,0.875
2024-10-11,1040,140.81,22,3097.82,1430.66,75.78,4,10,0.875
2024-10-12,1040,111.06,38,4220.28,1340.64,75.78,5,10,0.875
2024-10-13,1040,129.16,27,3487.32,1441.26,75.78,6,10,0.875
2024-10-14,1040,116.11,30,3483.3,1209.9,75.78,0,10,0.875
2024-10-15,1040,133.06,22,2927.32,1260.16,75.78,1,10,0.875
2024-10-16,1040,121.51,29,3523.79,1326.17,75.78,2,10,0.875
2024-10-17,1040,116.05,31,3597.55,1248.37,75.78,3,10,0.875
2024-10-18,1040,134.19,24,3220.56,1401.84,75.78,4,10,0.875
2024-10-19,1040,137.95,25,3448.75,1554.25,75.78,5,10,0.875
2024-10-20,1040,120.4,40,4816.0,1784.8,75.78,6,10,0.875
2024-10-21,1040,132.25,30,3967.5,1694.1,75.78,0,10,0.875
2024-10-22,1040,131.34,21,2758.14,1166.76,75.78,1,10,0.875
2024-10-23,1040,113.27,30,3398.1,1124.7,75.78,2,10,0.875
2024-10-24,1040,139.61,26,3629.86,1659.58,75.78,3,10,0.875
2024-10-25,1040,139.8,22,3075.6,1408.44,75.78,4,10,0.875
2024-10-26,1040,126.61,29,3671.69,1474.07,75.78,5,10,0.875
2024-10-27,1040,136.98,23,3150.54,1407.6,75.78,6,10,0.875
2024-10-28,1040,119.87,33,3955.71,1454.97,75.78,0,10,0.875
2024-10-29,1040,126.0,25,3150.0,1255.5,75.78,1,10,0.875
2024-10-30,1040,140.87,24,3380.88,1562.16,75.78,2,10,0.875
2024-10-31,1040,123.74,23,2846.02,1103.08,75.78,3,10,0.875
2024-11-01,1040,126.03,29,3654.87,1457.25,75.78,4,11,0.7835
2024-11-02,1040,128.59,22,2828.98,1161.82,75.78,5,11,0.7835
2024-11-03,1040,127.48,27,3441.96,1395.9,75.78,6,11,0.7835
2024-11-04,1040,137.36,22,3021.92,1354.76,75.78,0,11,0.7835
2024-11-05,1040,135.34,17,2300.78,1012.52,75.78,1,11,0.7835
2024-11-06,1040,125.48,29,3638.92,1441.3,75.78,2,11,0.7835
2024-11-07,1040,137.78,22,3031.16,1364.0,75.78,3,11,0.7835
2024-11-08,1040,134.87,17,2292.79,1004.53,75.78,4,11,0.7835
2024-11-09,1040,138.97,24,3335.28,1516.56,75.78,5,11,0.7835
2024-11-10,1040,120.27,33,3968.91,1468.17,75.78,6,11,0.7835
2024-11-11,1040,131.17,24,3148.08,1329.36,75.78,0,11,0.7835
2024-11-12,1040,112.01,29,3248.29,1050.67,75.78,1,11,0.7835
2024-11-13,1040,131.83,20,2636.6,1121.0,75.78,2,11,0.7835
2024-11-14,1040,135.43,23,3114.89,1371.95,75.78,3,11,0.7835
2024-11-15,1040,140.14,18,2522.52,1158.48,75.78,4,11,0.7835
2024-11-16,1040,124.37,33,4104.21,1603.47,75.78,5,11,0.7835
2024-11-17,1040,120.2,25,3005.0,1110.5,75.78,6,11,0.7835
2024-11-18,1040,126.46,22,2782.12,1114.96,75.78,0,11,0.7835
2024-11-19,1040,109.63,35,3837.05,1184.75,75.78,1,11,0.7835
2024-11-20,1040,132.66,19,2520.54,1080.72,75.78,2,11,0.7835
2024-11-21,1040,120.96,23,2782.08,1039.14,75.78,3,11,0.7835
2024-11-22,1040,123.06,24,2953.44,1134.72,75.78,4,11,0.7835
2024-11-23,1040,120.47,30,3614.1,1340.7,75.78,5,11,0.7835
2024-11-24,1040,134.08,26,3486.08,1515.8,75.78,6,11,0.7835
2024-11-25,1040,140.5,23,3231.5,1488.56,75.78,0,11,0.7835
2024-11-26,1040,112.46,33,3711.18,1210.44,75.78,1,11,0.7835
2024-11-27,1040,141.3,19,2684.7,1244.88,75.78,2,11,0.7835
2024-11-28,1040,121.56,24,2917.44,1098.72,75.78,3,11,0.7835
2024-11-29,1040,141.13,23,3245.99,1503.05,75.78,4,11,0.7835
2024-11-30,1040,121.33,35,4246.55,1594.25,75.78,5,11,0.7835
2024-12-01,1040,133.39,26,3468.14,1497.86,75.78,6,12,0.75
2024-12-02,1040,138.93,23,3195.39,1452.45,75.78,0,12,0.75
2024-12-03,1040,118.48,32,3791.36,1366.4,75.78,1,12,0.75
2024-12-04,1040,113.73,32,3639.36,1214.4,75.78,2,12,0.75
2024-12-05,1040,134.95,24,3238.8,1420.08,75.78,3,12,0.75
2024-12-06,1040,119.62,25,2990.5,1096.0,75.78,4,12,0.75
2024-12-07,1040,115.84,34,3938.56,1362.04,75.78,5,12,0.75
2024-12-08,1040,131.42,25,3285.5,1391.0,75.78,6,12,0.75
2024-12-09,1040,140.01,17,2380.17,1091.91,75.78,0,12,0.75
2024-12-10,1040,115.61,33,3815.13,1314.39,75.78,1,12,0.75
2024-12-11,1040,123.14,23,2832.22,1089.28,75.78,2,12,0.75
2024-12-12,1040,130.26,25,3256.5,1362.0,75.78,3,12,0.75
2024-12-13,1040,140.27,23,3226.21,1483.27,75.78,4,12,0.75
2024-12-14,1040,108.39,42,4552.38,1369.62,75.78,5,12,0.75
2024-12-15,1040,131.93,24,3166.32,1347.6,75.78,6,12,0.75
2024-12-16,1040,140.6,22,3093.2,1426.04,75.78,0,12,0.75
2024-12-17,1040,139.17,21,2922.57,1331.19,75.78,1,12,0.75
2024-12-18,1040,137.31,22,3020.82,1353.66,75.78,2,12,0.75
2024-12-19,1040,127.21,26,3307.46,1337.18,75.78,3,12,0.75
2024-12-20,1040,138.44,22,3045.68,1378.52,75.78,4,12,0.75
2024-12-21,1040,137.09,20,2741.8,1226.2,75.78,5,12,0.75
2024-12-22,1040,116.28,28,3255.84,1134.0,75.78,6,12,0.75
2024-12-23,1040,139.92,21,2938.32,1346.94,75.78,0,12,0.75
2024-12-24,1040,115.96,31,3594.76,1245.58,75.78,1,12,0.75
2024-12-25,1040,139.32,18,2507.76,1143.72,75.78,2,12,0.75
2024-12-26,1040,117.88,28,3300.64,1178.8,75.78,3,12,0.75
2024-12-27,1040,139.32,22,3065.04,1397.88,75.78,4,12,0.75
2024-12-28,1040,112.79,39,4398.81,1443.39,75.78,5,12,0.75
2024-12-29,1040,123.87,30,3716.1,1442.7,75.78,6,12,0.75
2024-12-30,1040,138.74,17,2358.58,1070.32,75.78,0,12,0.75
2024-01-01,1041,19.27,5,96.35,59.6,7.35,0,1,0.7835
2024-01-02,1041,16.16,5,80.8,44.05,7.35,1,1,0.7835
2024-01-03,1041,16.98,6,101.88,57.78,7.35,2,1,0.7835
2024-01-04,1041,17.49,4,69.96,40.56,7.35,3,1,0.7835
2024-01-05,1041,15.65,7,109.55,58.1,7.35,4,1,0.7835
2024-01-06,1041,17.31,5,86.55,49.8,7.35,5,1,0.7835
2024-01-07,1041,15.93,7,111.51,60.06,7.35,6,1,0.7835
2024-01-08,1041,19.17,5,95.85,59.1,7.35,0,1,0.7835
2024-01-09,1041,16.24,4,64.96,35.56,7.35,1,1,0.7835
2024-01-10,1041,17.14,4,68.56,39.16,7.35,2,1,0.7835
2024-01-11,1041,15.51,7,108.57,57.12,7.35,3,1,0.7835
2024-01-12,1041,18.57,5,92.85,56.1,7.35,4,1,0.7835
2024-01-13,1041,16.57,5,82.85,46.1,7.35,5,1,0.7835
2024-01-14,1041,18.95,5,94.75,58.0,7.35,6,1,0.7835
2024-01-15,1041,16.43,6,98.58,54.48,7.35,0,1,0.7835
2024-01-16,1041,17.59,4,70.36,40.96,7.35,1,1,0.7835
2024-01-17,1041,19.49,3,58.47,36.42,7.35,2,1,0.7835
2024-01-18,1041,18.28,5,91.4,54.65,7.35,3,1,0.7835
2024-01-19,1041,17.18,6,103.08,58.98,7.35,4,1,0.7835
2024-01-20,1041,17.22,6,103.32,59.22,7.35,5,1,0.7835
2024-01-21,1041,16.81,7,117.67,66.22,7.35,6,1,0.7835
2024-01-22,1041,18.59,5,92.95,56.2,7.35,0,1,0.7835
2024-01-23,1041,18.8,5,94.0,57.25,7.35,1,1,0.7835
2024-01-24,1041,17.53,4,70.12,40.72,7.35,2,1,0.7835
2024-01-25,1041,15.7,6,94.2,50.1,7.35,3,1,0.7835
2024-01-26,1041,15.44,7,108.08,56.63,7.35,4,1,0.7835
2024-01-27,1041,18.8,5,94.0,57.25,7.35,5,1,0.7835
2024-01-28,1041,16.2,5,81.0,44.25,7.35,6,1,0.7835
2024-01-29,1041,17.62,4,70.48,41.08,7.35,0,1,0.7835
2024-01-30,1041,18.96,4,75.84,46.44,7.35,1,1,0.7835
2024-01-31,1041,19.77,4,79.08,49.68,7.35,2,1,0.7835
2024-02-01,1041,16.48,6,98.88,54.78,7.35,3,2,0.875
2024-02-02,1041,18.18,4,72.72,43.32,7.35,4,2,0.875
2024-02-03,1041,19.41,6,116.46,72.36,7.35,5,2,0.875
2024-02-04,1041,18.96,6,113.76,69.66,7.35,6,2,0.875
2024-02-05,1041,17.76,5,88.8,52.05,7.35,0,2,0.875
2024-02-06,1041,19.23,4,76.92,47.52,7.35,1,2,0.875
2024-02-07,1041,18.58,4,74.32,44.92,7.35,2,2,0.875
2024-02-08,1041,19.59,5,97.95,61.2,7.35,3,2,0.875
2024-02-09,1041,16.7,7,116.9,65.45,7.35,4,2,0.875
2024-02-10,1041,18.21,7,127.47,76.02,7.35,5,2,0.875
2024-02-11,1041,17.03,7,119.21,67.76,7.35,6,2,0.875
2024-02-12,1041,15.62,7,109.34,57.89,7.35,0,2,0.875
2024-02-13,1041,17.26,6,103.56,59.46,7.35,1,2,0.875
2024-02-14,1041,19.12,6,114.72,70.62,7.35,2,2,0.875
2024-02-15,1041,17.75,4,71.0,41.6,7.35,3,2,0.875
2024-02-16,1041,15.72,7,110.04,58.59,7.35,4,2,0.875
2024-02-17,1041,15.9,7,111.3,59.85,7.35,5,2,0.875
2024-02-18,1041,18.64,6,111.84,67.74,7.35,6,2,0.875
2024-02-19,1041,17.92,6,107.52,63.42,7.35,0,2,0.875
2024-02-20,1041,18.14,5,90.7,53.95,7.35,1,2,0.875
2024-02-21,1041,16.26,6,97.56,53.46,7.35,2,2,0.875
2024-02-22,1041,18.33,6,109.98,65.88,7.35,3,2,0.875
2024-02-23,1041,17.92,5,89.6,52.85,7.35,4,2,0.875
2024-02-24,1041,15.26,8,122.08,63.28,7.35,5,2,0.875
2024-02-25,1041,19.02,6,114.12,70.02,7.35,6,2,0.875
2024-02-26,1041,16.25,6,97.5,53.4,7.35,0,2,0.875
2024-02-27,1041,17.82,5,89.1,52.35,7.35,1,2,0.875
2024-02-28,1041,19.36,5,96.8,60.05,7.35,2,2,0.875
2024-02-29,1041,19.25,6,115.5,71.4,7.35,3,2,0.875
2024-03-01,1041,18.52,5,92.6,55.85,7.35,4,3,1.0
2024-03-02,1041,16.16,8,129.28,70.48,7.35,5,3,1.0
2024-03-03,1041,16.71,9,150.39,84.24,7.35,6,3,1.0
2024-03-04,1041,17.02,8,136.16,77.36,7.35,0,3,1.0
2024-03-05,1041,16.3,7,114.1,62.65,7.35,1,3,1.0
2024-03-06,1041,18.8,6,112.8,68.7,7.35,2,3,1.0
2024-03-07,1041,16.96,8,135.68,76.88,7.35,3,3,1.0
2024-03-08,1041,17.1,7,119.7,68.25,7.35,4,3,1.0
2024-03-09,1041,18.17,6,109.02,64.92,7.35,5,3,1.0
2024-03-10,1041,16.69,8,133.52,74.72,7.35,6,3,1.0
2024-03-11,1041,18.58,5,92.9,56.15,7.35,0,3,1.0
2024-03-12,1041,15.2,6,91.2,47.1,7.35,1,3,1.0
2024-03-13,1041,18.68,7,130.76,79.31,7.35,2,3,1.0
2024-03-14,1041,15.18,9,136.62,70.47,7.35,3,3,1.0
2024-03-15,1041,15.29,8,122.32,63.52,7.35,4,3,1.0
2024-03-16,1041,15.39,7,107.73,56.28,7.35,5,3,1.0
2024-03-17,1041,18.93,6,113.58,69.48,7.35,6,3,1.0
2024-03-18,1041,17.18,5,85.9,49.15,7.35,0,3,1.0
2024-03-19,1041,15.9,8,127.2,68.4,7.35,1,3,1.0
2024-03-20,1041,15.97,8,127.76,68.96,7.35,2,3,1.0
2024-03-21,1041,15.39,7,107.73,56.28,7.35,3,3,1.0
2024-03-22,1041,18.35,7,128.45,77.0,7.35,4,3,1.0
2024-03-23,1041,18.88,5,94.4,57.65,7.35,5,3,1.0
2024-03-24,1041,15.23,11,167.53,86.68,7.35,6,3,1.0
2024-03-25,1041,18.13,5,90.65,53.9,7.35,0,3,1.0
2024-03-26,1041,18.87,5,94.35,57.6,7.35,1,3,1.0
2024-03-27,1041,17.15,6,102.9,58.8,7.35,2,3,1.0
2024-03-28,1041,19.18,6,115.08,70.98,7.35,3,3,1.0
2024-03-29,1041,15.28,8,122.24,63.44,7.35,4,3,1.0
2024-03-30,1041,15.59,10,155.9,82.4,7.35,5,3,1.0
2024-03-31,1041,16.7,9,150.3,84.15,7.35,6,3,1.0
2024-04-01,1041,17.2,6,103.2,59.1,7.35,0,4,1.125
2024-04-02,1041,19.16,5,95.8,59.05,7.35,1,4,1.125
2024-04-03,1041,16.85,8,134.8,76.0,7.35,2,4,1.125
2024-04-04,1041,17.37,7,121.59,70.14,7.35,3,4,1.125
2024-04-05,1041,15.38,7,107.66,56.21,7.35,4,4,1.125
2024-04-06,1041,17.2,7,120.4,68.95,7.35,5,4,1.125
2024-04-07,1041,17.24,7,120.68,69.23,7.35,6,4,1.125
2024-04-08,1041,17.09,7,119.63,68.18,7.35,0,4,1.125
2024-04-09,1041,18.1,7,126.7,75.25,7.35,1,4,1.125
2024-04-10,1041,17.0,7,119.0,67.55,7.35,2,4,1.125
2024-04-11,1041,16.13,7,112.91,61.46,7.35,3,4,1.125
2024-04-12,1041,18.33,6,109.98,65.88,7.35,4,4,1.125
2024-04-13,1041,19.46,6,116.76,72.66,7.35,5,4,1.125
2024-04-14,1041,16.21,9,145.89,79.74,7.35,6,4,1.125
2024-04-15,1041,15.56,10,155.6,82.1,7.35,0,4,1.125
2024-04-16,1041,18.19,6,109.14,65.04,7.35,1,4,1.125
2024-04-17,1041,15.69,8,125.52,66.72,7.35,2,4,1.125
2024-04-18,1041,18.93,6,113.58,69.48,7.35,3,4,1.125
2024-04-19,1041,16.32,8,130.56,71.76,7.35,4,4,1.125
2024-04-20,1041,18.43,6,110.58,66.48,7.35,5,4,1.125
2024-04-21,1041,17.51,7,122.57,71.12,7.35,6,4,1.125
2024-04-22,1041,18.52,7,129.64,78.19,7.35,0,4,1.125
